"NOME ITA","NOME ENG","DESCRIZIONE ITA","DESCRIZIONE ENG","CATEGORIA","LATITUDINE (es. 46.281419)","LONGITUDINE (es. 11.523885)","VIA","CAP","LOCALITA'/CITTA'","CONTATTO NOME","CONTATTO TELEFONO","CONTATTO EMAIL","CONTATTO FAX","CONTATTO URL","ORARI ITA","ORARI ENG","SERVIZI ITA","SERVIZI ENG","PREZZI ITA","PREZZI ENG","TAG 1","TAG 2","TAG 3","TAG 4","TAG AGGIUNTIVI","CAPIENZA ITA","CAPIENZA ENG","STORIA ITA","STORIA ENG","CURIOSITA' ITA","CURIOSITA' ENG","COME ARRIVARE ITA","COME ARRIVARE ENG","ACCESSIBILITA' ITA","ACCESSIBILITA' ENG"
"Centro Estetico Hotel Eden",,"Centro benessere","Wellness center","wellness","46,0149658249542","11,296112537384","Via Vittorio Emanuele, 18",38056,"Levico Terme",,"+39 (0461) 706103","info@eden-hotel.com",,"www.eden-hotel.com",,,,,,,"benessere",,,,,,,,,,,,,,
"Centro Ferramenta",,"ferramenta",,"Ferramenta","46,0626903231292","11,2398719787598","Piazza Garibaldi, 12",38057,"Pergine Valsugana",,"+39 (0461) 510266",,,,,,,,,,,,,,"ferramenta",,,,,,,,,,
"Centro Permanente della Flora e della Fauna Alpina",,"Il centro propone la ricostruzione di tutti gli ambienti alpini, presentando la flora e la fauna che caratterizzano l'ambiente montano","Flora e Fauna Museum.
The new museum displays a recreation of alpine environments and gives space to the many animal and flower species that characterize the mountain area.","Museo","46,0563175258533","11,6301870346069","Loc. Le Parti",38053,"Castello Tesino",,,,,"http://www.visitvalsugana.it/it/cosa-scoprire/musei-trentini/Centro-Permanente-della-Flora-e-della-Fauna-Alpina_4496_IDS",,,,,,,"cultura",,,,,,,,,,,,,,
"Chalet Heidi",,"Ristorante sulle piste","Restaurant on skyslopes","Ristorante","46,115847694466","11,6611289978027","Loc. Marande",38053,"Castello Tesino",,"+39 (0461) 1866060","info@skilagorai.it",,"www.skilagorai.it","apertura impianti sciistici",,,,,,,,,,,,,,,,,,,,
"Chalet Panarotta",,"Ristorante tipico","Typical restaurant","Ristorante","46,0488419525058","11,3200807571411","Loc. Panarotta",38057,"Pergine Valsugana",,"+39 (0461) 706507",,,,"stagione invernale aperto tutti i giorni",,,,,,"cucina tipica",,,,,,,,,,,,,,
"Chalet Paradiso",,"Ristorante sulle piste (raggiungibile solo a piedi)","Restaurant on skyslopes ( only reachable on foot)","Pizzeria","46,1051370051494","11,6551208496094","Loc. Marande",38053,"Castello Tesino",,,"info@skilagorai.it",,"www.skilagorai.it","apertura impianti sciistici",,,,,,,,,,,,,,,,,,,,
"Chalet Rosa",,"Gelateria, Bruschetteria, Pizzeria","Ice-cream shop, bruschette, pizzeria","Pizzeria","46,005055293752","11,2419748306274","Via Bosentino, 1",38050,"Calceranica Al Lago",,"+39 (0461) 724082","info@chaletrosa.it",,"www.chaletrosa.it",,,,,,,,,,,,,,,,,,,,,
"Cima D'Asta",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,0689","11,6099","Via Brigata Abruzzi, 2",38050,"Pieve Tesino",,"+39 (0461) 592112","info@hotelcimadasta.it",,"www.hotelcimadasta.it",,,,,,,,,,,,,,,,,,,,,
"Cima XII",,"Ristorante","Restaurant","Ristorante","46,0429143843715","11,4608001708984","Via Per Olle, 59",38051,"Borgo Valsugana",,"+39 (0461) 754555",,,,"chiuso sabato",,,,,,"cucina tipica",,,,,,,,,,,,,,
"Cimenti Linda",,"pasticceria",,"gelateria","46,0696727540531","11,2201952934265","Loc. Fratte, 50",38057,"Pergine Valsugana",,"+39 (0461) 510659",,,,,,,,,,,,,,"pasticceria",,,,,,,,,,
"Cisalfa Sport",,"abbigliamento e attrezzatura sportiva",,"abbigliamento","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"City Caffè di Dall'Eva Evelyn",,,,"Bar","46,0605165076515","11,2396144866943","Via Pennella, 12",38057,"Pergine Valsugana",,,,,,,,,,,,"socializzare",,,,,,,,,,,,,,
"Colori Nicolini",,"colorificio",,"negozio","46,0629285442792","11,2340998649597","Viale Dante, 97",38057,"Pergine Valsugana",,"+39 (0461) 531654",,,,,,,,,,,,,,"colorificio",,,,,,,,,,
"Colorificio Dueffe",,"colorificio",,"negozio","46,0660699895347","11,232168674469","Via Petrarca 22/f",38057,"Pergine Valsugana",,"+39 (0461) 531949",,,,,,,,,,,,,,"colorificio",,,,,,,,,,
"Colorificio San Rocco",,"colori",,"negozio","46,058491506648","11,2397432327271","Via Maier, 77",38057,"Pergine Valsugana",,"+39 (0461) 510590",,,,,,,,,,,,,,"colori, bricolage",,,,,,,,,,
"Compet",,"Ristorante","Restaurant","Ristorante","46,0394588250821","11,2998676300049","Loc. Compet, 26",38050,"Vignola Falesina",,"+39 (0461) 706466","hotel@hotelcompet.it",,"www.hotelcompet.it",,,,,,,"cucina tipica",,,,,,,,,,,,,,
"Comunello & co",,"calzature e abbigliamento",,"abbigliamento","46,0695834321557","11,2204957008362","Loc. Fratte, 46",38057,"Pergine Valsugana",,"+39 (0461) 538277",,,,,,,,,,,,,,"calzature, abbigliamento",,,,,,,,,,
"CONAD",,"supermercato","supermarket","Alimentari","46,065772229881","11,2325978279114","Via Petrarca, 72",38057,"Pergine Valsugana",,"+39 (0461) 510891",,,,,,,,,,,,,,"supermercato",,,,,,,,,,
"Conbipel",,"abbigliamento",,"abbigliamento","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Conca D'Oro",,"Ristorante","Restaurant","Ristorante","46,0172159387867","11,6356801986694","Piazza Dante, 1",38055,"Grigno",,"+39 (0461) 765126","albergo.concadoro@alice.it",,,,,,,,,,,,,,,,,,,,,,,
"Confezione Lucia di Hu Chunlan",,"abbigliamento",,"abbigliamento","46,060151715161","11,2405371665955","Via Bortolamei, 1",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"abbigliamento",,,,,,,,,,
"Conte of Florence",,"abbigliamento",,"abbigliamento","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Cose Così",,"artigianato artistico","arts and crafts store","Prodotti tipici","46,0116873495375","11,3011765480042","Via Regia, 28",38056,"Levico Terme",,"+39 (0461) 701763",,,,,,,,,,,,,,,,,,,,,,,,
"Crazy Bike",,"vendita e noleggio bici",,"Servizio biciclette","46,0610376356","11,2408912181854","Via Crivelli, 23",38057,"Pergine Valsugana",,"+39 (0461) 530464",,,,,,,,,,,,,,"noleggio e vendita bici",,,,,,,,,,
"Cream Cafè - Miriam",,,,"Bar","46,0563621975529","11,4637613296509","Corso Vicenza",38051,"Borgo Valsugana",,"+39 (0461) 753192",,,,"chiuso sabato",,,,,,"socializzare",,,,,,,,,,,,,,
"Crivellari Cose di Casa ",,"categoria",,"Casalinghi","46,0625786566113","11,2426722049713","Via Battisti, 8",38057,"Pergine Valsugana",,"+39 (0461) 531022",,,,,,,,,,,,,,"casalinghi",,,,,,,,,,
"D-Più",,"supermercato","supermarket","Alimentari","46,0631742087635","11,2330484390259","Viale Dante, 52",38057,"Pergine Valsugana",,"+39 (0461) 538127",,,,,,,,,,,,,,"supermercato discount",,,,,,,,,,
"Da Anna",,,,"Bar","46,0691665947236","11,2548923492432","Via Lagorai, 21 - Zivignago",38057,"Pergine Valsugana",,"+39 (0461) 532424",,,,"lunedì chiuso",,,,,,"socializzare",,,,,,,,,,,,,,
"Da Camillo",,,,"gelateria","46,0628392114684","11,6340065002441","Via Dante, 15/b",38053,"Castello Tesino",,"+39 (0461) 594101",,,,,,,,,,,,,,,,,,,,,,,,
"Da Remo",,"Ristorante","Restaurant","Ristorante","45,9975727842012","11,6663217544556","Via Masetto Vecchio, 59 - Fraz. Tezze",38055,"Grigno",,"+39 (0461) 769190","albergodaremo@alice.it",,,,,,,,,,,,,,,,,,,,,,,
"Dall'Ersilia",,"Pasti veloci","Quick meals","Bar","46,0031922136799","11,3697338104248","Malga Costa, Val di Sella",38051,"Borgo Valsugana",,"+39 (0461) 761092",,,"http://www.artesella.it/notizie.php?act=view&id=52",,,,,,,"socializzare",,,,,,,,,,,,,,
"Dalsasso Eugenio",,"tessuti e filati",,"abbigliamento","46,0632933184229","11,243509054184","Via Pive, 6",38057,"Pergine Valsugana",,"+39 (0461) 531055",,,,,,,,,,,,,,"tessuti e filati",,,,,,,,,,
"Daniela",,,,"Bar","46,0644248473714","11,2447428703308","Via Spolverine, 12 ",38057,"Pergine Valsugana",,"+39 (0461) 533363",,,,"domenica chiuso",,,,,,"socializzare",,,,,,,,,,,,,,
"Darene srl",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Dary Car",,"noleggio auto","car rental","automoto","46,0616629826454","11,2421894073486","Via Crivelli, 38",38057,"Pergine Valsugana",,"+39 (0461) 530829",,,,,,,,,,,,,,"noleggio auto",,,,,,,,,,
"Delugan Nadia",,"arte tessile",,"negozio","46,0610078569925","11,2388956546783","Via Pennella, 68",38057,"Pergine Valsugana",,"+39 (0461) 1650684",,,,,,,,,,,,,,"artetesssile",,,,,,,,,,
"Desi srl",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Dispensario Farmaceutico ",,,,"Farmacia","46,0071940323158","11,240451335907","Via Guido Donegani, 26",38050,"Calceranica Al Lago",,"+39 (0461) 723190",,,,"http://213.21.151.43:8077/",,,,,,,,,,,,,,,,,,,,
"DMO Dettaglio Moderno Organizzato",,"abbigliamento",,"abbigliamento","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Dolci Pensieri",,,,"Alimentari","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Dolomiti",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,0556027737462","11,4638471603394","Via Temanza, 11",38051,"Borgo Valsugana",,"+39 (0461) 757193",,,,"chiuso lunedì",,,,,,,,,,,,,,,,,,,,
"Due Spade",,"Ristorante","Restaurant","Ristorante","45,9916173547901","11,2616407871246","Piazza Municipio, 2",38052,"Caldonazzo",,"+39 (0461) 723113","info@albergoduespade.it",,"www.albergoduespade.it","chiuso mercoledì",,,,,,,,,,,,,,,,,,,,
"Ecogest srl",,"pavimenti in legno",,"negozio","46,0603825025269","11,2294006347656","Loc. Fratte 15B",38057,"Pergine Valsugana",,"+39 (0461) 530962",,,,,,,,,,,,,,"pavimenti in legno",,,,,,,,,,
"Edicola Bosco",,"edicola, cartoleria, tabacchi","newsstand, smoke shop, stationery","tabacchino","46,0127752288347","11,2984943389893","Via Dante, 94",38056,"Levico Terme",,"+39 (0461) 701931",,,,,,,,,,,,,,,,,,,,,,,,
"Edicola Passerini",,"edicola",,"tabacchino","46,0105249343124","11,3034510612488","Via Marconi, 26",38056,"Levico Terme",,"+39 (0461) 706340",,,,,,,,,,,,,,,,,,,,,,,,
"Edicola Pinamonti",,"edicola, tabacchi","newsstand, smoke shop","tabacchino","46,0114489073805","11,301691532135","Via Regia, 13",38056,"Levico Terme",,"+39 (0461) 701352",,,,,,,,,,,,,,,,,,,,,,,,
"EdilSartori di Sartori Mario",,"edilizia  ",,"negozio","46,0731710813314","11,238842010498","Via al Lago, 2",38057,"Pergine Valsugana",,"+39 (0461) 531469",,,,,,,,,,,,,,"edilizia",,,,,,,,,,
"Eghes",,"A Canazei, tra le Dolomiti, in uno scenario di grande suggestione, la Società Incremento Turistico di Canazei ha realizzato il nuovo centro benessere ""Eghes Wellness Center"", ideato nel rispetto dell'antica filosofia delle thermae romane e articolato in bagni capaci di sfruttare le proprietà terapeutiche dell'acqua. Le signore possono usufruire della zona benessere accedendo allo spazio comune oppure optare per la zona ad esse riservata.",,"wellness","46,120964","11,498823","Strèda de Pareda, 63","38032 ","Canazei",,"+39 (0462) 608811","info@canazei.org",,"www.dolaondes.it",,,"piscina, idromassaggio, sauna, bagno turco, tepidarium, percorso Kneipp, calidarium, laconicum, frigidarium, thalasso, camomilla grotta, aromarium, paradiso dell’acqua, zona relax, docce aromatizzate e tropicali. Obbligo di non costume.
Su prenotazione: massaggi.",,,,"Relax","Salute","Benessere",,"Terme, acquaterapia, sauna",,,,,,,,,,
"El Filò",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,0067990798514","11,3048887252808","Viale Stazione, 64",38056,"Levico Terme",,"+39 (0461) 706240",,,"www.elfilolevico.it",,,,,,,,,,,,,,,,,,,,,
"Elettrocentro di Morelli Egidio",,"elettrodomestici vendita e assistenza",,"elettronica","46,0626307676811","11,2397861480713","Piazza Garibaldi, 13",38057,"Pergine Valsugana",,"+39 (0461) 510158",,,,,,,,,,,,,,"elettrodomestici",,,,,,,,,,
"Emar di Lanza Marcello",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Emmedi",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Enovalsugana Sas di Baldi Massimo",,"enoteca","wine shop","Prodotti tipici","46,0698886147082","11,2212574481964","Loc. Fratte",38057,"Pergine Valsugana",,"+39 (0461) 533544",,,,,,,,,,,,,,"enoteca, bar",,,,,,,,,,
"EP Leonardelli Shop Center",,"elettronica",,"elettronica","46,0643131843619","11,2299156188965","Viale Dante, 101",38057,"Pergine Valsugana",,"+39 (0461) 531065",,,,,,,,,,,,,,"elettronica, casa, tecnologia",,,,,,,,,,
"Eredi di Petri Paolo",,"animali, caccia e pesca",,"negozioanimali","46,0626158788091","11,2396359443665","Piazza Garibaldi, 11",38057,"Pergine Valsugana",,"+39 (0461) 532557",,,,,,,,,,,,,,"caccia e pesca",,,,,,,,,,
"Esso Area di Servizio EST",,"stazioneservizio","service station","stazioneservizio","46,0450739991775","11,2348508834839","Via della Campagna Granda - S. Cristoforo",38057,"Pergine Valsugana",,"+39 (0461) 532665",,,,,,,,,,,,,,"area di servizio, benzinaio, ",,,,,,,,,,
"Estetica Azzura",,"centro estetico",,"wellness","46,0654595805161","11,2365889549255","Via dei Prati, 37",38057,"Pergine Valsugana",,"+39 (0461) 511366",,,,,,,,,,,,,,"centro estetico",,,,,,,,,,
"Estetica Profumeria Carlin",,"centro estetico",,"wellness","46,0610785811589","11,2385952472687","Via Pennella, 45",38057,"Pergine Valsugana",,"+39 (0461) 531354",,,,,,,,,,,,,,"centro estetico",,,,,,,,,,
"Eta Beta",,"edicola, cartoleria, tabacchi","newsstand, smoke shop, stationery","tabacchino","46,0101970691908","11,2993097305298","Corso Centrale, 38",38056,"Levico Terme",,"+39 (0461) 706215",,,,,,,,,,,,,,,,,,,,,,,,
"Eurobrico",,"bricolage",,"negozio","46,0547539936032","11,2362670898438","Via al Lago, 11/c",38057,"Pergine Valsugana",,"+39 (0461) 531086",,,,,,,,,,,,,,"bricolage",,,,,,,,,,
"Eurobrico",,"bricolage",,"negozio","46,0675587637116","11,2245941162109","Via Tamarisi",38057,"Pergine Valsugana",,"+39 (0461) 531086",,,,,,,,,,,,,,"bricolage",,,,,,,,,,
"Euroceramica",,"ceramica",,"negozio","46,0640005267336","11,2340354919434","Via Petrarca 22/c",38057,"Pergine Valsugana",,"+39 (0461) 534771",,,,,,,,,,,,,,"ceramica",,,,,,,,,,
"Eurocoperture",,"idraulici e lattonieri",,"negozio","46,0588935348146","11,2173414230347","Via del Dos, 1 - Costasavina",38057,"Pergine Valsugana",,"+39 (0461) 532070",,,,,,,,,,,,,,"idraulici e lattonieri",,,,,,,,,,
"Euronics",,"elettronica",,"elettronica","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Eurospar",,"supermercato","supermarket","Alimentari","46,0635166483419","11,2322974205017","Viale Dante, 56",38057,"Pergine Valsugana",,"+39 (0461) 512577",,,,,,,,,,,,,,"supermercato",,,,,,,,,,
"Eurotendaggi",,"tendaggi",,"negozio","46,0597199168533","11,2380802631378","Via Rossi, 3",38057,"Pergine Valsugana",,"+39 (0461) 533300",,,,,,,,,,,,,,"tendaggi",,,,,,,,,,
"Fabrizio srl",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,1050179857986","11,2118482589722","Fraz. Nogarè",38057,"Pergine Valsugana",,"+39 (0461) 552240",,,,,,,,,,,,,,"supermercato",,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,078782828274","11,2766933441162","Via delle Prede, 2/a - Canezza",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"supermercato",,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0412313156805","11,2303876876831","Viale delle Nazioni Unite, 28 - Canale",38057,"Pergine Valsugana",,"+39 (0461) 511218",,,,,,,,,,,,,,"supermercato",,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0693899008823","11,2070846557617","Fraz. Roncogno",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"supermercato",,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0584170566664","11,2157535552979","Via dei Lozeri, 57 - Costasavina",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"supermercato",,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0304316463401","11,2284135818481","Fraz. Valcanover, 61",38057,"Pergine Valsugana",,"+39(0461) 548233",,,,,,,,,,,,,,"supermercato",,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0318915870783","11,2476396560669","Piazza della Crosara, 11 - Ischia",38057,"Pergine Valsugana",,"+39 (0461) 531691",,,,,,,,,,,,,,"supermercato",,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0609110764076","11,2374258041382","Piazza Gavazzi, 6",38057,"Pergine Valsugana",,"+39 (0461) 532064",,,,,,,,,,,,,,"supermercato",,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0852274462383","11,21506690979","Piazza Giuseppe Prada, 16 - Madrano",38057,"Pergine Valsugana",,"+39 (0461) 552028",,,,,,,,,,,,,,"supermercato",,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0620054315974","11,2427151203156","Via Crivelli, 11",38057,"Pergine Valsugana",,"+39 (0461) 512509",,,,,,,,,,,,,,"supermercato",,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0116277390946","11,3014984130859","Via Regia, 36",38056,"Levico Terme",,"+39 (0461) 723145",,,,,,,,,,,,,,,,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0056067534188","11,3371610641479","Via di San Taddeo, 12",38056,"Levico Terme",,"+39 (0461) 723145",,,,,,,,,,,,,,,,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0149211197783","11,3185787200928","Piazza SS Fabiano e Sebastiano, 24",38056,"Levico Terme",,"+39 (0461) 723145",,,,,,,,,,,,,,,,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0090756067523","11,3021904230118","Via Casotte, 6",38056,"Levico Terme",,"+39 (0461) 723145",,,,,,,,,,,,,,,,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0801447444551","11,5535831451416","Piazza Maggiore, 7",38050,"Bieno",,"+39 (0461) 596289",,,,,,,,,,,,,,,,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0624818787798","46,0624818787798","Via Dante",38053,"Castello Tesino",,"+39 (0461) 592633",,,,,,,,,,,,,,,,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0716526856628","11,4718508720398","Via 3 Novembre, 28",38050,"Telve di Sopra",,"+39 (0461) 766665",,,,,,,,,,,,,,,,,,,,,,,,
"Famiglia Cooperativa",,"supermercato","supermarket","Alimentari","46,0690028362997","11,6100168228149","Via Brigata Abruzzi, 7",38050,"Pieve Tesino",,"+39 (0461) 593233",,,,,,,,,,,,,,,,,,,,,,,,
"Famiglia Cooperativa ",,"supermercato","supermarket","Alimentari","46,0144740660316","11,2665009498596","Via Pellere, 1",38050,"Tenna",,"+39 (0461) 706449",,,,,,,,,,,,,,,,,,,,,,,,
"Famiglia Cooperativa ",,"supermercato","supermarket","Alimentari","46,0650724883729","11,6330409049988","Via Donato Pelloso",38053,"Castello Tesino",,"+39 (0461) 594142",,,,,,,,,,,,,,,,,,,,,,,,
"Fanny Pub",,"Pasti veloci","Quick meals","birreria","46,0522075748998","11,4502215385437","Viale Roma, 25",38051,"Borgo Valsugana",,,,,,"chiuso martedì",,,,,,"socializzare","divertimento",,,,,,,,,,,,,
"Farmacia Bailo",,,,"Farmacia","46,0537413967184","11,454963684082","Piazzetta Dante Alighieri, 3/a",38051,"Borgo Valsugana",,"+39 (0461) 753177",,,,"http://213.21.151.43:8077/",,,,,,"salute","benessere",,,,,,,,,,,,,
"Farmacia Bottura",,,,"Farmacia","46,0623106560469","11,2429296970367","Via Battisti, 26",38057,"Pergine Valsugana",,,,,,"http://213.21.151.43:8077/",,,,,,"Salute","benessere",,,,,,,,,,,,,
"Farmacia Centrale",,,,"Farmacia","46,0538754179604","11,4579033851624","Corso Ausugum 40",38051,"Borgo Valsugana",,"+39 (0461) 753065",,,,"http://213.21.151.43:8077/",,,,,,"salute","benessere",,,,,,,,,,,,,
"Farmacia comunale",,,,"Farmacia","46,0414547348297","11,2355589866638","Fraz. S. Cristoforo, 10",38057,"Pergine Valsugana",,"+39 (0461) 533945",,,,"http://213.21.151.43:8077/",,,,,,"Salute","benessere",,,,,,,,,,,,,
"Farmacia De Prez",,,,"Farmacia","46,0120003033086","11,2999534606934","Via Dante, 31",38056,"Levico Terme",,"+39 (0461) 706116",,,"www.farmaciadeprez.com","http://213.21.151.43:8077/",,,,,,"salute","benessere",,,,,,,,,,,,,
"Farmacia Maistri e Girardi",,,,"Farmacia","45,9921018629831","11,2617373466492","Piazza Municpio, 13",38052,"Caldonazzo",,"+39 (0461) 7231321",,,,"http://213.21.151.43:8077/",,,,,,,,,,,,,,,,,,,,
"Farmacia Montelisciani",,,,"Farmacia","46,0682733610544","11,6113257408142","Via Brigata Abruzzi, 10",38050,"Pieve Tesino",,"+39 (0461) 594659",,,,"http://213.21.151.43:8077/",,,,,,,,,,,,,,,,,,,,
"Farmacia Pizzo Paolo",,,,"Farmacia","46,0670228096335","11,2371897697449","Via Bellini, 17",38057,"Pergine Valsugana",,"+39 (0461) 530098",,,"www.farmaciapizzo.it","http://213.21.151.43:8077/",,,,,,"salute","benessere",,,"farmacia",,,,,,,,,,
"Farmacia Rigoni",,,,"Farmacia","46,0627498785131","11,6338348388672","Via Dante 12/a",38053,"Castello Tesino",,"+39 (0461) 594550",,,,"http://213.21.151.43:8077/",,,,,,"salute","benessere",,,,,,,,,,,,,
"Farmacia Romanese",,,,"Farmacia","46,0115979338491","11,3019704818726","Via Regia, 12",38056,"Levico Terme",,"+39 (0461) 706115",,,,"http://213.21.151.43:8077/",,,,,,"salute","benessere",,,,,,,,,,,,,
"Farmacia Ruperti Salvatore",,,,"Farmacia","46,0837391486647","11,2188863754272","Via D'Oltrefersina, 133 - Madrano",38057,"Pergine Valsugana",,"+39 (0461) 552252",,,"www.farmaciaruperti.it","http://213.21.151.43:8077/",,,,,,"salute","benessere",,,"farmacia",,,,,,,,,,
"Farmacia Tognana",,,,"Farmacia","46,0602633865876","11,2387132644653","Piazza Serra, 8",38057,"Pergine Valsugana",,"+39 (0461) 531440",,,,"http://213.21.151.43:8077/",,,,,,"salute","benessere",,,"farmacia",,,,,,,,,,
"Farmacia Trintinaglia",,,,"Farmacia","46,0174096529156","11,6353583335876","Piazza Dante Alighieri, 14",38055,"Grigno",,"+39 (0461) 775571",,,,"http://213.21.151.43:8077/",,,,,,"salute","benessere",,,,,,,,,,,,,
"Ferramenta Frisanco",,"ferramenta",,"Ferramenta","46,0590647681448","11,2388527393341","Spiaz de le Oche, 33",38057,"Pergine Valsugana",,"+39 (0461) 531194",,,,,,,,,,,,,,"ferramenta",,,,,,,,,,
"Ferrari Veronica",,"mobili per la casa",,"negozio","46,0611269713258","11,2387561798096","Via Pennella, 62",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"mobili per la casa",,,,,,,,,,
"Filippi Gianni & Sergio",,"stazioneservizio","service station","automoto","46,0649087178029","11,2466311454773","Via Spolverine, 54",38057,"Pergine Valsugana",,"+39 (0461) 532696",,,,,,,,,,,,,,"benzinaio, distirbutore",,,,,,,,,,
"Fiore di Cardo",,"Ristorante","Restaurant","Ristorante","46,0559303696104","11,473503112793","Corso Vicenza, 63",38051,"Borgo Valsugana",,"+39 (0461) 757462",,,,"chiuso domenica",,,,,,,,,,,,,,,,,,,,
"Fioreria Lena",,"Fioreria",,"negozio","46,0637995316089","11,2419533729553","Viale degl Alpini, 9",38057,"Pergine Valsugana",,"+39 (0461) 531594",,,,,,,,,,,,,,"fiori",,,,,,,,,,
"Folgheraiter Eleonora",,"edicola, tabacchi","newsstand, smoke shop","tabacchino","46,0397418315973","11,2353336811066","Viale Europa, 56 - S. Cristoforo",38057,"Pergine Valsugana",,"+39 (0461) 510741",,,,,,,,,,,,,,"tabacchi, giornali, cartoleria",,,,,,,,,,
"For Edil",,"edilizia e idraulica",,"negozio","46,0559229242714","11,2365567684174","Via al Lago, 23",38057,"Pergine Valsugana",,"+39 (0461) 533801",,,,,,,,,,,,,,"edilizia e idraulica",,,,,,,,,,
"Formica",,"abbigliamento",,"abbigliamento","46,054739102607","11,2361598014832","Via al Lago, 13",38057,"Pergine Valsugana",,"+39 (0461) 531666",,,,,,,,,,,,,,"abbigliamento",,,,,,,,,,
"Foto Gentilini Ivo",,"studio fotografico",,"negozio","46,0322193235763","11,2474250793457","Piazza Municipio,1 - Ischia",38057,"Pergine Valsugana",,"+39 (348) 9322964",,,,,,,,,,,,,,"fotografia",,,,,,,,,,
"Foto Ottica Fanton",,"fotografia, ottica",,"ottico","46,0609334104038","11,2386918067932","Via Pennella, 29",38057,"Pergine Valsugana",,"+39 (0461) 531051",,,,,,,,,,,,,,"fotografo, ottico, ",,,,,,,,,,
"Fotostudio Scarpa",,"fotografia",,"negozio","46,0616480935123","11,2422323226929","Via Crivelli, 40",38057,"Pergine Valsugana",,"+39 (0461) 530284",,,,,,,,,,,,,,"fotografia",,,,,,,,,,
