"NOME ITA","NOME ENG","DESCRIZIONE ITA","DESCRIZIONE ENG","CATEGORIA","LATITUDINE (es. 46.281419)","LONGITUDINE (es. 11.523885)","VIA","CAP","LOCALITA'/CITTA'","CONTATTO NOME","CONTATTO TELEFONO","CONTATTO EMAIL","CONTATTO FAX","CONTATTO URL","ORARI ITA","ORARI ENG","SERVIZI ITA","SERVIZI ENG","PREZZI ITA","PREZZI ENG","TAG 1","TAG 2","TAG 3","TAG 4","TAG AGGIUNTIVI","CAPIENZA ITA","CAPIENZA ENG","STORIA ITA","STORIA ENG","CURIOSITA' ITA","CURIOSITA' ENG","COME ARRIVARE ITA","COME ARRIVARE ENG","ACCESSIBILITA' ITA","ACCESSIBILITA' ENG"
"CANTINA LA VIS E VALLE DI CEMBRA SCARL",,,,"Prodotti tipici","46.175434","'11.223175","V.le 4 Novembre, 78 ",38034,"CEMBRA",,"+39 0461 680010",,,,,,,,,,,,,,"Cantina",,,,,,,,,,
"CANTINA LA VIS E VALLE DI CEMBRA SCARL",,,,"Prodotti tipici","46.13791","'11.10788","Via Carmine, 7 ",38015,"LAVIS",,"+39 0461 440111 ","cantina@la–vis.com ","+39 0461 440244 ","www.la–vis.com",,,,,,,,,,,"Cantina",,,,,,,,,,
"CANTINA PELZ",,,,"Prodotti tipici","46.169333","'11.217748","Loc. Cavade, 3",38034,"CEMBRA",,"+39 0461 683051 +39 348 5900192 ",,,,,,,,,,,,,,"Cantina",,,,,,,,,,
"Carlin Maria Rosa in Sighel",,,,"abbigliamento","46.098557","11.235977","Fr. Montagnaga Via Pergine nr. 15",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Confezioni",,,,,,,,,,
"CARROZZERIA CONCI (BASELGA DI PINE')",,,,"automoto","46.130062 ","'11.237849","FRAZIONE TRESSILLA, 14 BASELGA DI PINE'",38042,"BASELGA DI PINE'",,"+39 0461 557212 / +39 329 0775269",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"CARROZZERIA F.LLI TESSADRI (SOVER)",,,,"automoto","46.215521","'11.327523","RIONE DEL BORGO, 34 Fraz. MONTESOVER",38048,"SOVER",,"+39 0461 698045 / +39 339 3284145",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"CARROZZERIA OFFICINA NONES REMO (SOVER)",,,,"automoto","46.2248 ","'11.311956","STRADON DI SOVER, 37",38048,"SOVER",,"+39 0461 698363 / +39 347 0652639",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"CARROZZERIA SB (CIVEZZANO)",,,,"automoto","46.081964","'11.202111","LOCALITA' MOCHENA, 19 CIVEZZANO",38045,"CIVEZZANO",,"+39 0461 857016 / +39 345 3162523",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"CARROZZERIA TOMASI G. (BASELGA DI PINE')",,,,"automoto","46.126967","'11.259296","VIA DEI FOVI, 50 Fraz. MIOLA",38042,"BASELGA DI PINE'",,"+39 0461 553057 / +39 335 6315520",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"Cartoleria NIC",,,,"Cartoleria-Libreria","46.174155","11.223123","Via Cesare Battisti, 33/1",38034,"CEMBRA",,,,,,,,,,,,,,,,"Cartoleria",,,,,,,,,,
"CASA DEI CHECHI",,,,"Appartamento Vacanze","'46.1363","'11.2480","Piazzetta dei Conti di Schreck – Fr. Ricaldo",38042,,,"+39 0461 557117   ","maiodisrl@virgilio.it","+39 0461 558649","www.appartamentiioriatti.eu",,,"<strong>DISTANZA DA SERVIZI</strong>&nbsp;<br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"CASAGRANDA MAURO",,,,"Appartamento Vacanze","'46.1247","'11.2413","Loc. Cadrobbi, 12",38042,,,"+39 0461 557819","casagrandamauro60@gmail.com","+39 0461 557819",,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />ristorante 250 m<br />stazione/bus 150 m<br />parco pubblico 300 m<br />lago 1,5 km<br />centro benessere 250 m<br /><br /><strong>INFO APPARTAMENTO</strong><br />Piano terra<br />70 mq&nbsp;<br />3 posti letto<br />1 posto letto aggiunto<br />casa fino a 4 appartamenti<br />accesso attraverso parti comuni<br />accesso disabili<br />zona residenziale a bassa densit&agrave;<br />buona esposizione dell'edificio<br />arredo: discreto",,,,,,,,,,,,,,,,,,
"Casagrande Paolo",,,,"Casalinghi","46.130161","11.244665","Via C. Battisti nr. 9",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Elettrodomestici",,,,,,,,,,
"CASSA RURALE DI GIOVO",,,,"banca","46.174743 ","'11.220299","VIALE 4 NOVEMBRE, 21 CEMBRA",38034,"CEMBRA",,"+39 0461 683244",,"+39 0461 680570",,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE DI GIOVO",,,,"banca","46.160546 ","'11.187662","VIA PORTICO, 113",38030,"LISIGNAGO",,"+39 0461 683600",,,,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE DI GIOVO",,,,"banca","46.156399","'11.153215","VIA PRINCIPE UMBERTO, 20 Fraz. VERLA",38030,"GIOVO",,"+39 0461 684008",,"+39 0461 684972",,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE LAVIS - VALLE DI CEMBRA",,,,"banca","46.145197","'11.192308","Via S. Antonio, 27",38041,"ALBIANO",,,,,,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE LAVIS - VALLE DI CEMBRA",,,,"banca","46.175068 ","'11.221839","VIA 4 NOVEMBRE, 47 CEMBRA",38034,"CEMBRA",,"+39 0461 248650",,"+39 0461 683169",,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE LAVIS - VALLE DI CEMBRA",,,,"banca","46.181775 ","'11.237608","VIA VILLA, 2 FAVER",38030,"FAVER",,"+39 0461 248647",,"+39 0461 680865",,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE LAVIS - VALLE DI CEMBRA",,,,"banca","46.14554 ","'11.21975","VIA NAZIONALE, 37 LONA-LASES",38040,"LONA-LASES",,"+39 0461 248640",,"+39 0461 689075 ",,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE LAVIS - VALLE DI CEMBRA",,,,"banca","46.160102 ","'11.234496","VIA CHIESA, 1 LONA-LASES",38040,"LONA-LASES",,"+39 0461 248641",,,,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE LAVIS - VALLE DI CEMBRA",,,,"banca","46.216712 ","'11.32685","PIAZZA ALPINA, 20 Fraz. MONTESOVER",38048,"SOVER",,"+39 0461 248645",,,,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE LAVIS - VALLE DI CEMBRA",,,,"banca","46.188787 ","'11.258545","FRAZIONE SCANCIO, 38 SEGONZANO",38047,"SEGONZANO",,"+39 0461 248652",,"+39 0461 686030",,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE LAVIS - VALLE DI CEMBRA",,,,"banca","46.221343 ","'11.315623","PIAZZA SAN LORENZO, 2 SOVER",38048,"SOVER",,"+39 0461 248644",,"+39 0461 698014",,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE PINETANA FORNACE E SEREGNANO",,,,"banca","46.130586 ","'11.245097","VIA BATTISTI, 17 BASELGA DI PINE'",38042,"BASELGA DI PINE'",,"+39 0461 559711",,"+39 0461 558566 ",,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE PINETANA FORNACE E SEREGNANO",,,,"banca","46.162006 ","'11.303689","VIA GIUSEPPE VERDI, 16 Fraz. CENTRALE",38043,"BEDOLLO",,"+39 0461 559610",,"+39 0461 559619",,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE PINETANA FORNACE E SEREGNANO",,,,"banca","46.089913 ","'11.182325","PIAZZA S. MARIA, 11 CIVEZZANO",38045,"CIVEZZANO",,"+39 0461 559680",,"+39 0461 559689",,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE PINETANA FORNACE E SEREGNANO",,,,"banca","46.099625 ","'11.236178","VIA 4 NOVEMBRE, 6 Fraz. MONTAGNAGA",38042,"BASELGA DI PINE'",,"+39 0461 559620",,"+39 0461 559629 ",,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE PINETANA FORNACE E SEREGNANO",,,,"banca","46.107138","11.18385","Fraz. S. AGNESE",38040,"FORNACE",,,,,,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE PINETANA FORNACE E SEREGNANO",,,,"banca","46.125632 ","'11.222032","FRAZIONE SAN MAURO, 27 Fraz. SAN MAURO",38042,"BASELGA DI PINE'",,"+39 0461 559630",,"+39 0461 559639",,,,,,,,,,,,,,,,,,,,,,
"CASSA RURALE PINETANA FORNACE E SEREGNANO",,,,"banca","46.093855","11.196924","FRAZIONE COGATTI, 22 Fraz. SEREGNANO",38045,"CIVEZZANO",,"+39 0461 559670",,"+39 0461 559679",,,,,,,,,,,,,,,,,,,,,,
"Castel Telvana",,"Il maniero, di impianto medievale, pi&ugrave; volte rimaneggiato, oggi &egrave; sede del Municipio ed &egrave; visitabile durante gli orari d&rsquo;ufficio. Nei suoi pressi sono stati rinvenuti numerosi reperti romani e barbarici, tra cui la famosa tomba longobarda detta del Principe"", con un ricco corredo funebre.""","Originally medieval, it has been restructured several times, that have transformed the original structure, giving it its present appearance of a suburban villa. Today it houses the offices of the Town Council and can be visited during office hours. The building, already mentioned in documents of the XIII century as “domus murata” (walled dwelling) was restored in several stages and only a careful observer can recognise its medieval origin by small details such as the remains of the battlements. ","Sito archeologico","'46.0900","'11.18027",,,,,,,,,,,,,,,,,,,"Castello",,,,,,,,,,
"Castello di Fornace",,"Sede sin dal XI secolo della potente famiglia trentina dei Roccabruna, sorta con il capostipite Gandolfino di Fornace. Fu Giacomo di Roccabruna, nel 1462, a dare il via ai lavori della costruzione dell&rsquo;attuale castello, poi proseguiti nel 1566 dai suoi pronipoti, che riedificarono l&rsquo;edificio con forme rinascimentali.","
Since the XI century, the seat of the powerful Trentino Roccabruna family. In 1462, Giacomo di Roccabruna started building the present castle, which was then continued by his great grandsons in 1566, who rebuilt the structure in the renaissance style. The castle then fell into the hands of the noble Gaudenti family and then the Giovanelli counts who sold it to the Town Council in 1853. The castle now houses the town council offices and can be visited during office hours.
 
","Sito archeologico","'46.117361","'11.206416",,,,,,,,,,,,,,,,,,,"Castello",,,,,,,,,,
"Castello di Segonzano",,"Si tratta di un castello medievale recentemente restaurato, la cui fama si deve ai celebri acquarelli che Albrecht D&uuml;rer dipinse nel 1494, nell&rsquo;ambito del suo primo viaggio in Italia. L&rsquo;unica torre superstite risale al nucleo originale del castello, gi&agrave; ricordato in un documento del 1216.","It is famous for the celebrated water colours that Albrecht Dürer painted in 1494 on his first trip to Italy. The only remaining tower of the original nucleus of the castle. In the Battle of Segonzano on 2nd November 1796, the castle was sacked and burnt by Napoleon’s French troops. The already damaged manor was almost demolished by the flood of 1882, when several families used the stones to rebuild their own homes.","Sito archeologico","'46.1863","'11.252055",,,,,,,,,,,,,,,,,,,"Castello",,,,,,,,,,
"CENTRALE",,,,"Ristorante","46.160929","11.302517","Fr. Centrale, Via G. Verdi, 46",38043,"BEDOLLO",,"+39 0461 556625",,,,,,,,,,,,,,,,,,,,,,,,
"Centro Benessere Yanna",,,,"centro wellness","46.186345","11.257423","Fraz. Scancio, 3",38047,"SEGONZANO",,,,,,,,,,,,,,,,"Estetista",,,,,,,,,,
"Centro Congressi Piné 1000",,,"The Piné 1000 Congress Centre is perfect for reunions and events, conventions and meetings, concerts, exhibitions, film projections, and theatrical productions.
","servizimunicipali","'46.1332662","'11.2483740",,,,,,,,,,,,,,,,,,,"Centro Congressi",,,,,,,,,,
"Centro della Salute e Bellezza",,,,"Palestra","46.12611","'11.243452","VIA DEL MAGGIO,18",38042,"BASELGA DI PINÈ",,"+39 0461 558905",,,,,,,,,,,,,,"Palestra",,,,,,,,,,
"CENTRO DELLA SALUTE E BELLEZZA",,,,"Centro Wellness","46.12611","'11.243452","VIA DEL MAGGIO,18",38042,"BASELGA DI PINÈ",,"+39 0461 558905",,,,,,,,,,,,,,,,,,,,,,,,
"Centro Estetica Dama",,,,"parrucchiera","46.171458","11.247789","Fraz. Sevignano, 53",38047,"SEGONZANO",,,,,,,,,,,,,,,,"Estetista",,,,,,,,,,
"CENTRO MODA",,,,"abbigliamento","46.083337","11.199099","FRAZIONE MOCHENA,     4/A",38057,"CIVEZZANO",,,,,,,,,,,,,,,,"Abbigliamento",,,,,,,,,,
"Centro polifunzionale ",,,,"Campo sportivo","46.119165","'11.212415","Loc. Campo sportivo ",38040,"FORNACE",,"+39 347 5835985  +39 0461 849271",,,,,,,,,,,,,,"Campo da calcio",,,,,,,,,,
"Centro polifunzionale ",,,,"Campo sportivo","46.221549","'11.291068","Loc. Alle Bure ",38030,"GRUMES",,"+39 0461 685003",,,,,,,,,,,,,,"Campo da calcio",,,,,,,,,,
"Chiesa di San Leonardo",,"La chiesa, citata per la prima volta nel 1440, &egrave; ricoperta da un tetto a due spioventi con scandole"" ed &egrave; circondata da un grosso muro di porfido. La preziosit&agrave; della chiesetta &egrave; data dagli affreschi che ornano le pareti laterali, pitture ben conservate, che riproducono l&rsquo;ultima cena.""","The church, mentioned for the first time in 1440, is important for the frescoes that ornate the side walls, and the well conserved paintings of the Last Supper, the Holy Trinity in a rare representation of the three divine personages, the Madonna della Misericordia (Our Lady of Mercy) with members of the civil and religious authorities, and lastly Saint Ursula with a flag bearing a cross with a chorus of virgins.","luogoculto","'46.15647","'11.18505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chiesa di San Mauro",,"Citata gi&agrave; in un documento del 1242, fu sicuramente la prima Pieve pinetana. Oggi si presenta in stile gotico-rinascimentale e, in contrasto con la semplice facciata, spicca l`elegante protiro a tre campate, ornato da quattro colonne di pietra rossa con capitello corinzio","Already mentioned in a document of 1242, it was certainly the first parish church of Piné. Today, it has a gothic-renaissance style and, in contrast with the simple façade, it has an elegant prothyrum with three arches decorated with four red stone columns with Corinthian capitols. The small church has a fine baroque wooden altar, a famous gothic triptych in sculpted and gilded woodnd several interesting frescoes. ","luogoculto","'46.12466","'11.22152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chiesa di San Pietro in Cembra",,"<p>Antica chiesa di fondazione alto-medievale, conserva al suo interno un ciclo affrescato della vita di Cristo (XVI sec.) e una splendida raffigurazione del Giudizio Universale (XVIII sec.).</p>","An ancient church with late-medieval foundations, with a cycle of frescoes inside reproducing the life of Christ (XVI century) and a splendid painting of the Universal Judgement (XVIII century) by Valentino Rovisi, of the Tiepolo school. 
Near the presbytery, where there is a holy arch, the remains of a rare memorial cell, a urn in stone and masonry designed to contain the relics of the patron saint can be seen.
An ancient church with late-medieval foundations, with a cycle of frescoes inside reproducing the life of Christ (XVI century) and a splendid painting of the Universal Judgement (XVIII century) by Valentino Rovisi, of the Tiepolo school. 
Near the presbytery, where there is a holy arch, the remains of a rare memorial cell, a urn in stone and masonry designed to contain the relics of the patron saint can be seen.
An ancient church with late-medieval foundations, with a cycle of frescoes inside reproducing the life of Christ (XVI century) and a splendid painting of the Universal Judgement (XVIII century) by Valentino Rovisi, of the Tiepolo school. 
Near the presbytery, where there is a holy arch, the remains of a rare memorial cell, a urn in stone and masonry designed to contain the relics of the patron saint can be seen.
","luogoculto","'46.174888","'11.219055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chiesa di Santo Stefano",,"La chiesa viene indicata dalla tradizione come chiesa matrice dell&rsquo;intero ambito pinetano, seguita poi per importanza da San Mauro. La fondazione, piuttosto antica, risale al VI &ndash; VII secolo.","According to tradition, it is the parent church of the entire Piné area, followed in importance by San Mauro Church. The rather ancient foundations date back to the VI-VII century. Originally dedicated to St. Cipriano, it was enlarged in 1502 and was then dedicated to St. Stefano. Archaeological excavations at the end of the eighties and early nineties brought to light an ancient tomb. There are certain fine frescoes inside the church and a fragment of a mosaic of the XI century. ","luogoculto","'46.13097","'11.21575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHIOSCO ALLE PIRAMIDI",,,,"Ristorante","46.180679","'11.263719","Fr. Sevignano, 1",38047,"SEGONZANO",,"+39 338 5267314",,,,,,,,,,,,,,,,,,,,,,,,
"Chiosco Bar Piramidi",,,,"Bar","46.180544","11.263855","Loc. Saline",38047,"SEGONZANO",,,,,,,,,,,,,,,,,,,,,,,,,,
"CIRCOLO ANA",,,,"negozio","46.086712","11.181388","VIA ROMA,    15/1",38058,"CIVEZZANO",,,,,,,,,,,,,,,,"Centro ricreativo",,,,,,,,,,
"CLARA (BASELGA DI PINE')",,,,"parrucchiera","46.099647 ","'11.23604","VIA 4 NOVEMBRE, 15 Fraz. MONTAGNAGA",38042,"BASELGA DI PINE'",,"+39 0461 557292",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"Colibri Artigianato",,,,"Souvenir","46.132386","11.244372","Corso Roma nr. 23",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Articoli da regalo",,,,,,,,,,
"COMPARSA",,,,"Ristorante","'46.094128","'11.2339","FR. GUARDIA, 14",38057,"MONTAGNAGA",,"+39 0461 557707","info@abergocomparsa.it","+39 0461 553050","www.albergocomparsa.it",,,,,,,,,,,,,,,,,,,,,
"CONAD",,,,"Alimentari","46.13169","11.246749","Via C. Battisti nr. 54",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"CONAD",,,,"Alimentari","46.174127","11.22229","Via Calovi, 5",38034,"CEMBRA",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"CONAD",,,,"Alimentari","46.116194","11.206848","Via dei Ferari, 3  ",38040,"FORNACE",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"CONDOMINIO AL SOL",,,,"Appartamento Vacanze","'46.230833","'11.300278","Via Al Pian, 1",38030,,,"+39 335 5479194","alessio@guerriero.it","+39 0883 657469 ",,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato 100 m<br />ambulatorio medico 200 m<br />ristorante 100 m<br />stazione/bus 100 m<br />parco per bambini 400 m<br /><br /><strong>INFO APPARTAMENTO</strong><br />piano terra<br />60 mq<br />4 posti letto<br />casa con pi&ugrave; di 4 appartamenti<br />accesso indipendente e per disabili<br />ubicazione in centro abitato<br />arredo buono<br />buona esposizione dell'edificio",,,,,,,,,,,,,,,,,,
"CONDOMINIO PERLA",,,,"Appartamento Vacanze","'46.230278","'11.300556","Via Al Pian, 2",38030,,,"+39 335 451478 ","alberico@guerriero.it","+39 0883 657469 ",,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato 100 m<br />ambulatorio medico 200 m<br />ristorante 100 m<br />stazione/bus 100 m<br />parco per bambini 400 m<br /><br /><strong>INFO APPARTAMENTO<span class=Apple-tab-span"" style=""white-space: pre;"">",,,,,,,,,,,,,,,,,,
"DA GIGI",,,,"Ristorante","46.126448","'11.246784","Fr. Miola - Via dei Caduti, 24",38042,"BASELGA DI PINE'",,"+39 0461 557248",,,,,,,,,,,,,,,,,,,,,,,,
"DALLAFIOR LUCIANO",,,,"Appartamento Vacanze","'46.1408471","'11.2568737","Loc. Sternigo al Lago, 66",38042,,,"0461 558633","lf.dallafior@googlemail.com",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />Supermercato 50 m<br />ristorante &nbsp; 1 km<br />stazione/bus &nbsp;10 m<br />parco pubblico &nbsp;150 m<br />lago &nbsp; 150 m<br /><br /><strong>INFO APPARTAMENTO</strong><br />mq 70<br />4 posti letto<br />casa fino a 4 appartamenti<br />mansarda<br />accesso attraverso parti comuni<br />zona residenziale a bassa densit&agrave;<br />buona esposizione dell'edificio<br />arredo: discreto<br /><div><br /></div>",,,,,,,,,,,,,,,,,,
"Dallapiccola Sara",,,,"abbigliamento","46.134401","11.248873","Via C. Battisti nr. 113",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Abbigliamento - Profumeria",,,,,,,,,,
"DALLAPORTA LUIGI ",,,,"Alimentari","46.160524","11.1877","Via del Portico, 110 ",38030,"LISIGNAGO",,,,,,,,,,,,,,,,,,,,,,,,,,
"Dalsant Giuseppina & C. Sas",,,,"Alimentari","46.149296","11.267879","Loc. Campolongo, nr. 96",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"Dalvit Tarcisio",,,,"Alimentari","46.177994","11.22557","Viale B.Bonfanti, 9",38034,"CEMBRA",,,,,,,,,,,,,,,,,,,,,,,,,,
"Defant Carlo",,,,"Ferramenta","46.13038","11.244911","Via C. Battisti nr. 34",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Ferramenta - Pompe Funebri",,,,,,,,,,
"DESPAR",,,,"Alimentari","46.13449","11.249128","Via C. Battisti nr. 108",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"DIMENSIONE DONNA (BASELGA DI PINE')",,,,"parrucchiera","46.126415 ","'11.247005","VIA DEI CADUTI, 25 Fraz. MIOLA",38042,"BASELGA DI PINE'",,"+39 0461 558878",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"DISTILLERIA GIACOMOZZI RENZO",,,,"Prodotti tipici","46.186722","'11.26064","Loc. Stedro, 12",38047,"SEGONZANO",,"+39 0461 686100",,,,,,,,,,,,,,"Distilleria",,,,,,,,,,
"DISTILLERIA PAOLAZZI VITTORIO",,,,"Prodotti tipici","46.184477","'11.24206","Via Vich, 27 ",38030,"FAVER",,"+39 0461 683024 +39 0461 682010",,,,,,,,,,,,,,"Distilleria",,,,,,,,,,
"DISTILLERIA PILZER S.n.c.",,,,"Prodotti tipici","46.197805","'11.246308","Via Portegnago, 5 ",38030,"FAVER",,"+39 0461 683326",,,,,,,,,,,,,,"Distilleria",,,,,,,,,,
"Distributore  Avi Luca & C. Snc",,,,"stazioneservizio","46.128802","11.237832","Fr. Tressilla, nr. 17",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Distributore",,,,,,,,,,
"Distributore Cielle",,,,"stazioneservizio","46.188038","11.258871","Fraz. Scancio, 30/A",38047,"SEGONZANO",,,,,,,,,,,,,,,,"Distributore",,,,,,,,,,
"DISTRIBUTORE DI CARBURANTI",,,,"stazioneservizio","46.15052","11.22256","via Nazionale, 61",38040,"LONA-LASES",,,,,,,,,,,,,,,,"Distributore",,,,,,,,,,
"Do Spaghi",,,,"Bar","46.168389","'11.247134","Fraz. Sevignano, 68",38047,"SEGONZANO",,,,,,,,,,,,,,,,,,,,,,,,,,
"DOLOMITI",,,,"Ristorante","46.160312","'11.234491","VIA PROVINCIALE, 28 Fraz. LONA",38040,"LONA-LASES",,"+39 0461 697029","info@albergodolomiti.net","+39 0461 697029","www.albergodolomiti.net",,,,,,,,,,,,,,,,,,,,,
"Dos de la Mot","Dos de la Mot","Si tratta di un percorso adatto a tutti, con dislivelli modesti su stradine e mulattiere, sempre all`ombra di una rigogliosa pineta.""","Si tratta di un percorso adatto a tutti, con dislivelli modesti su stradine e mulattiere, sempre all`ombra di una rigogliosa pineta.""","Attrazione naturale","'46.108056","'11.239444",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Dosso di Costalta","Dosso di Costalta","Classico percorso nei boschi rigogliosi di Pin&eacute; per raggiungere una delle montagne pi&ugrave; caratteristiche della zona.""","Classico percorso nei boschi rigogliosi di Pin&eacute; per raggiungere una delle montagne pi&ugrave; caratteristiche della zona.""","Attrazione naturale","'46.125278","'11.253611",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Dosso di Segonzano - da Bedollo","Dosso di Segonzano - da Bedollo","Percorso con&nbsp;partenza e arrivo a Bedollo, di difficolt&agrave; medio bassa, che congiunge l&rsquo;Altopiano di Pin&eacute; con la Valle di Cembra.""","Percorso con&nbsp;partenza e arrivo a Bedollo, di difficolt&agrave; medio bassa, che congiunge l&rsquo;Altopiano di Pin&eacute; con la Valle di Cembra.""","Attrazione naturale","'46.161111","'11.301944",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Dosso di Segonzano - da Segonzano","Dosso di Segonzano - da Segonzano","Il percorso si sviluppa attorno al&nbsp;Dosso di Segonzano attraverso la Val Regnana, toccando&nbsp;l`Altopiano di Pin&eacute; a Bedollo.""","Il percorso si sviluppa attorno al&nbsp;Dosso di Segonzano attraverso la Val Regnana, toccando&nbsp;l`Altopiano di Pin&eacute; a Bedollo.""","Attrazione naturale","'46.180833","'11.263611",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"DOTT. STEFANO TAMANINI (BASELGA DI PINE')",,,,"Veterinario","46.129962 ","'11.256434","VIA PRESTALA, 1",38042,"BASELGA DI PINE'",,"+39 347 0852096",,,,,,,,,,,,,,"Veterinario",,,,,,,,,,
"DOTT.SSA RITA GIOVANNA PALMISANO (BASELGA DI PINE')",,,,"Veterinario","46.129352 ","'11.236264","FRAZIONE TRESSILLA, 64 BASELGA DI PINE'",38042,"BASELGA DI PINE'",,"+39 0461 554231 / +39 347 7107084",,,,,,,,,,,,,,"Veterinario",,,,,,,,,,
"DR. COSIMO DI GERONIMO (SEGONZANO)",,,,"Dentista","46.186375 ","'11.257622","FRAZIONE SCANCIO, 8",38047,"SEGONZANO",,"+39 0461 686488 / +39 0461 686110",,,,,,,,,,,,,,"Dentista",,,,,,,,,,
"DR. CRISTIANO TOMASI, DR. PAOLO GHENSI e DR. GIACOMO VAROTTO (CEMBRA)",,,,"Dentista","46.17486 ","'11.220766","VIALE 4 NOVEMBRE, 31",38034,"CEMBRA",,"+39 0461 682178",,,,,,,,,,,,,,"Dentista",,,,,,,,,,
"DR. FRANCESCO SIMEON (CIVEZZANO)",,,,"Dentista","46.088967 ","'11.182708","VIA GARIBALDI, 1 ",38045,"CIVEZZANO",,"+39 0461 857039",,,,,,,,,,,,,,"Dentista",,,,,,,,,,
"DR. GIORGIO MATTIVI E DR.SSA MARICA MATTIVI (BASELGA DI PINE')",,,,"Dentista","46.130348 ","'11.244193","VIA G. MARCONI, 8",38042,"BASELGA DI PINE'",,"+39 0461 557132 ",,,,,,,,,,,,,,"Dentista",,,,,,,,,,
"DR. GIUSEPPE FRASSANITO (GIOVO)",,,,"Dentista","46.157183 ","'11.15266","VIA P.UMBERTO, 9 Fraz. VERLA",38030,"GIOVO",,"+39 0461 684317",,,,,,,,,,,,,,"Dentista",,,,,,,,,,
"DR. GIUSEPPE PALLANTE (CEMBRA)",,,,"Veterinario","46.175195 ","'11.217998","VIA TONINI, 3",38034,"CEMBRA",,"+39 340 3784689",,,,,,,,,,,,,,"Veterinario",,,,,,,,,,
"DR. LUCA SIGHEL (BASELGA DI PINE')",,,,"Dentista","46.134057 ","'11.248508","VIA C. BATTISTI, 105",38042,"BASELGA DI PINE'",,"+39 0461 553103",,,,,,,,,,,,,,"Dentista",,,,,,,,,,
"DR. MICHELE CASAGRANDA (BEDOLLO)",,,,"Dentista","46.183571 ","'11.326566","VIA S. PAOLO, 2 Fraz. BRUSAGO",38043,"BEDOLLO",,"+39 0461 555039",,,,,,,,,,,,,,"Dentista",,,,,,,,,,
"DR. MICHELE DALLAPICCOLA (CIVEZZANO)",,,,"Veterinario","46.086984","'11.177954","VIA SABBIONARE, 3 ",38045,"CIVEZZANO",,"+39 0461 858986 / +39 360 316658",,,,,,,,,,,,,,"Veterinario",,,,,,,,,,
"DR. VALTER FIRMANI E SIGHELE LAURA (BASELGA DI PINE')",,,,"Dentista","46.131546","'11.246671","VIA C. BATTISTI, 44",38042,"BASELGA DI PINE'",,"+39 0461 553133",,,,,,,,,,,,,,"Dentista",,,,,,,,,,
